,SA1_7DIGIT,Neighbour
1348,1101804,1101803
1349,1101805,1101819
1350,1101805,1101811
1351,1101805,1101818
1352,1101805,1101808
1353,1101805,1101803
1354,1101805,1102404
1355,1101806,1101804
1356,1101806,1101808
1357,1101806,1101807
1358,1101806,1101803
1359,1101807,1101809
1360,1101807,1101811
1361,1101807,1101810
1362,1101807,1101804
1363,1101807,1101806
1364,1101807,1101808
1365,1101808,1101811
1366,1101808,1101805
1367,1101808,1101806
1368,1101808,1101807
1369,1101808,1101803
1370,1101809,1101810
1371,1101809,1101812
1372,1101809,1101804
1373,1101809,1101807
1374,1101810,1101809
1375,1101810,1101811
1376,1101810,1101812
1377,1101810,1101807
1378,1101811,1101819
1379,1101811,1101810
1380,1101811,1101812
1381,1101811,1101818
1382,1101811,1101805
1383,1101811,1101808
1384,1101811,1101807
1385,1101812,1101809
1386,1101812,1101811
1387,1101812,1101810
1388,1101812,1101818
1389,1101812,1101822
1390,1101813,1101803
1391,1101813,1102105
1392,1101813,1102404
1393,1101814,1101803
1394,1101814,1101815
1395,1101814,1101816
1396,1101815,1101803
1397,1101815,1101814
1398,1101815,1101816
1399,1101815,1101817
1400,1101816,1101814
1401,1101816,1101815
1402,1101816,1101817
1403,1101817,1101803
1404,1101817,1101815
1405,1101817,1101816
1406,1101817,1101801
1407,1101817,1101802
1408,1101818,1101819
1409,1101818,1101811
1410,1101818,1101812
1411,1101818,1101822
1412,1101818,1101805
1413,1101819,1101720
1414,1101819,1101701
1415,1101819,1101823
1416,1101819,1101820
1417,1101819,1101821
1418,1101819,1101811
1419,1101819,1101818
1420,1101819,1101822
1421,1101819,1101805
1422,1101819,1102404
1423,1101820,1101819
1424,1101820,1101823
1425,1101820,1101821
1426,1101821,1101819
1427,1101821,1101823
1428,1101821,1101820
1429,1101821,1101822
1430,1101822,1101819
1431,1101822,1101823
1432,1101822,1101821
1433,1101822,1101812
1434,1101822,1101818
1435,1101823,1101703
1436,1101823,1101718
1437,1101823,1101819
1438,1101823,1101701
1439,1101823,1101820
1440,1101823,1101821
1441,1101823,1101822
1442,1101901,1101923
1443,1101901,1101909
1444,1101901,1101904
1445,1101901,1101902
1446,1101901,1101903
1447,1101902,1101923
1448,1101902,1101917
1449,1101902,1101901
1450,1101902,1101903
1451,1101903,1101917
1452,1101903,1101904
1453,1101903,1101901
1454,1101903,1101902
1455,1101903,1101905
1456,1101903,1101920
1457,1101904,1101909
1458,1101904,1101907
1459,1101904,1101901
1460,1101904,1101906
1461,1101904,1101903
1462,1101904,1101920
1463,1101905,1101921
1464,1101905,1101917
1465,1101905,1101906
1466,1101905,1101903
1467,1101905,1101920
1468,1101906,1101921
1469,1101906,1101917
1470,1101906,1101907
1471,1101906,1101904
1472,1101906,1101905
1473,1101906,1101920
1474,1101907,1101917
1475,1101907,1101909
1476,1101907,1101904
1477,1101907,1101906
1478,1101907,1101920
1479,1101909,1101923
1480,1101909,1101917
1481,1101909,1102028
1482,1101909,1101907
1483,1101909,1101904
1484,1101909,1101901
1485,1101911,1101916
1486,1101911,1101912
1487,1101911,1101913
1488,1101912,1101916
1489,1101912,1101913
1490,1101912,1101911
1491,1101913,1101916
1492,1101913,1101922
1493,1101913,1101912
1494,1101913,1101911
1495,1101914,1101915
1496,1101914,1101919
1497,1101914,1101916
1498,1101915,1101919
1499,1101915,1101917
1500,1101915,1102021
1501,1101915,1101914
1502,1101915,1101916
1503,1101916,1101915
1504,1101916,1101919
1505,1101916,1102509
1506,1101916,1102021
1507,1101916,1101914
1508,1101916,1101922
1509,1101916,1101912
1510,1101916,1101913
1511,1101916,1101911
1512,1101917,1101921
1513,1101917,1101923
1514,1101917,1101918
1515,1101917,1101915
1516,1101917,1101919
1517,1101917,1102001
1518,1101917,1102028
1519,1101917,1102021
1520,1101917,1101909
1521,1101917,1101907
1522,1101917,1101906
1523,1101917,1101902
1524,1101917,1101903
1525,1101917,1101905
1526,1101918,1101923
1527,1101918,1102017
1528,1101918,1101919
1529,1101918,1101917
1530,1101919,1101918
1531,1101919,1102017
1532,1101919,1101915
1533,1101919,1102019
1534,1101919,1101917
1535,1101919,1101914
1536,1101919,1101916
1537,1101919,1101922
1538,1101920,1101907
1539,1101920,1101904
1540,1101920,1101906
1541,1101920,1101903
1542,1101920,1101905
1543,1101921,1101917
1544,1101921,1101906
1545,1101921,1101905
1546,1101922,1101919
1547,1101922,1101916
1548,1101922,1101913
1549,1101923,1101918
1550,1101923,1102017
1551,1101923,1102023
1552,1101923,1101917
1553,1101923,1102028
1554,1101923,1101909
1555,1101923,1101901
1556,1101923,1101902
1557,1102001,1101917
1558,1102001,1102028
1559,1102001,1102011
1560,1102001,1102021
1561,1102001,1102002
1562,1102002,1102001
1563,1102002,1102011
1564,1102002,1102021
1565,1102002,1102004
1566,1102002,1102003
1567,1102002,1102009
1568,1102002,1102525
1569,1102003,1102002
1570,1102004,1102011
1571,1102004,1102002
1572,1102004,1102032
1573,1102004,1102006
1574,1102004,1102009
1575,1102005,1102010
1576,1102005,1102006
1577,1102005,1102009
1578,1102005,1102008
1579,1102005,1102304
1580,1102006,1102004
1581,1102006,1102010
1582,1102006,1102032
1583,1102006,1102005
1584,1102006,1102009
1585,1102007,1102513
1586,1102007,1102516
1587,1102007,1102523
1588,1102007,1102009
1589,1102007,1102008
1590,1102007,1102524
1591,1102007,1102031
1592,1102008,1102005
1593,1102008,1102009
1594,1102008,1102007
1595,1102008,1102031
1596,1102008,1102304
1597,1102009,1102004
1598,1102009,1102002
1599,1102009,1102006
1600,1102009,1102005
1601,1102009,1102007
1602,1102009,1102008
1603,1102009,1102524
1604,1102009,1102525
1605,1102010,1101308
1606,1102010,1102032
1607,1102010,1102006
1608,1102010,1102005
1609,1102011,1102001
1610,1102011,1102028
1611,1102011,1102027
1612,1102011,1102025
1613,1102011,1102004
1614,1102011,1102002
1615,1102011,1102032
1616,1102012,1102201
1617,1102012,1102024
1618,1102012,1102027
1619,1102012,1101307
1620,1102012,1102032
1621,1102013,1102018
1622,1102014,1102018
1623,1102014,1102030
1624,1102014,1102029
1625,1102014,1102201
1626,1102014,1102016
1627,1102014,1102015
1628,1102014,1102019
1629,1102015,1102711
1630,1102015,1102030
1631,1102015,1102029
1632,1102015,1102201
1633,1102015,1102014
1634,1102015,1102710
1635,1102015,1102712
1636,1102016,1102201
1637,1102016,1102014
1638,1102017,1101923
1639,1102017,1101918
1640,1102017,1101919
1641,1102017,1102019
1642,1102017,1102020
1643,1102017,1102023
1644,1102018,1102013
1645,1102018,1102201
1646,1102018,1102014
1647,1102018,1102019
1648,1102018,1102020
1649,1102019,1102018
1650,1102019,1102029
1651,1102019,1102014
1652,1102019,1102710
1653,1102019,1102017
1654,1102019,1101919
1655,1102019,1102020
1656,1102020,1102018
1657,1102020,1102201
1658,1102020,1102017
1659,1102020,1102019
1660,1102020,1102023
1661,1102020,1102026
1662,1102021,1101915
1663,1102021,1102001
1664,1102021,1101917
1665,1102021,1102509
1666,1102021,1101916
1667,1102021,1102002
1668,1102021,1102525
1669,1102022,1102024
1670,1102023,1101923
1671,1102023,1102017
1672,1102023,1102020
1673,1102023,1102028
1674,1102023,1102026
1675,1102024,1102201
1676,1102024,1102012
1677,1102024,1102027
1678,1102024,1102022
1679,1102024,1102026
1680,1102025,1102011
1681,1102026,1102201
1682,1102026,1102020
1683,1102026,1102023
1684,1102026,1102028
1685,1102026,1102024
1686,1102026,1102027
1687,1102027,1102028
1688,1102027,1102012
1689,1102027,1102024
1690,1102027,1102011
1691,1102027,1102026
1692,1102027,1102032
1693,1102028,1101923
1694,1102028,1102001
1695,1102028,1102023
1696,1102028,1101917
1697,1102028,1102027
1698,1102028,1102011
1699,1102028,1102026
1700,1102028,1101909
1701,1102029,1102030
1702,1102029,1102014
1703,1102029,1102015
1704,1102029,1102710
1705,1102029,1102019
1706,1102030,1102029
1707,1102030,1102014
1708,1102030,1102015
1709,1102031,1102513
1710,1102031,1102523
1711,1102031,1102007
1712,1102031,1102008
1713,1102031,1102304
1714,1102032,1102012
1715,1102032,1102027
1716,1102032,1102011
1717,1102032,1101308
1718,1102032,1101307
1719,1102032,1102004
1720,1102032,1102010
1721,1102032,1102006
1722,1102101,1102109
1723,1102101,1102104
1724,1102101,1102102
1725,1102102,1102109
1726,1102102,1102101
1727,1102102,1102104
1728,1102104,1102109
1729,1102104,1102101
1730,1102104,1102102
1731,1102104,1102108
1732,1102105,1101813
1733,1102105,1102106
1734,1102105,1102404
1735,1102106,1102105
1736,1102106,1102107
1737,1102106,1102404
1738,1102107,1102109
1739,1102107,1102106
1740,1102107,1102404
1741,1102108,1102109
1742,1102108,1102104
1743,1102109,1102613
1744,1102109,1102107
1745,1102109,1102101
1746,1102109,1102104
1747,1102109,1102102
1748,1102109,1102108
1749,1102109,1102404
1750,1102109,1102622
1751,1102201,1100708
1752,1102201,1100707
1753,1102201,1102402
1754,1102201,1102406
1755,1102201,1101520
1756,1102201,1102715
1757,1102201,1102018
1758,1102201,1102016
1759,1102201,1102014
1760,1102201,1102410
1761,1102201,1102015
1762,1102201,1102409
1763,1102201,1102712
1764,1102201,1102020
1765,1102201,1102012
1766,1102201,1102024
1767,1102201,1102026
1768,1102201,1101307
1769,1102201,1101517
1770,1102301,1102305
1771,1102301,1102306
1772,1102301,1102309
1773,1102302,1102305
1774,1102302,1102304
1775,1102303,1102308
1776,1102303,1102307
1777,1102303,1102310
1778,1102303,1102304
1779,1102304,1102523
1780,1102304,1102302
1781,1102304,1102305
1782,1102304,1102308
1783,1102304,1102303
1784,1102304,1102005
1785,1102304,1102008
1786,1102304,1102031
1787,1102305,1102302
1788,1102305,1102301
1789,1102305,1102306
1790,1102305,1102308
1791,1102305,1102304
1792,1102305,1102309
1793,1102306,1102305
1794,1102306,1102301
1795,1102306,1102308
1796,1102306,1102307
1797,1102306,1102310
1798,1102307,1102306
1799,1102307,1102308
1800,1102307,1102310
1801,1102307,1102303
1802,1102308,1102305
1803,1102308,1102306
1804,1102308,1102307
1805,1102308,1102303
1806,1102308,1102304
1807,1102309,1102305
1808,1102309,1102301
1809,1102310,1102306
1810,1102310,1102307
1811,1102310,1102303
1812,1102401,1128310
1813,1102401,1128316
1814,1102401,1128315
1815,1102401,1128312
1816,1102401,1128317
1817,1102401,1101715
1818,1102401,1101709
1819,1102401,1102412
1820,1102401,1102402
1821,1102401,1101711
1822,1102401,1101707
1823,1102401,1102411
1824,1102402,1128312
1825,1102402,1127501
1826,1102402,1102401
1827,1102402,1100707
1828,1102402,1102406
1829,1102402,1102405
1830,1102402,1102404
1831,1102402,1101707
1832,1102402,1102411
1833,1102402,1102201
1834,1102403,1102405
1835,1102403,1102404
1836,1102404,1101819
1837,1102404,1101720
1838,1102404,1101805
1839,1102404,1101813
1840,1102404,1101803
1841,1102404,1102105
1842,1102404,1102402
1843,1102404,1102405
1844,1102404,1102109
1845,1102404,1102106
1846,1102404,1102107
1847,1102404,1102403
1848,1102404,1101707
1849,1102404,1102622
1850,1102405,1102613
1851,1102405,1102402
1852,1102405,1102406
1853,1102405,1102606
1854,1102405,1102403
1855,1102405,1102404
1856,1102405,1102622
1857,1102406,1102616
1858,1102406,1102619
1859,1102406,1102402
1860,1102406,1102405
1861,1102406,1102606
1862,1102406,1102602
1863,1102406,1102201
1864,1102406,1102409
1865,1102407,1102408
1866,1102407,1102410
1867,1102407,1102409
1868,1102408,1102407
1869,1102408,1102410
1870,1102408,1102409
1871,1102409,1102406
1872,1102409,1102603
1873,1102409,1102602
1874,1102409,1102706
1875,1102409,1102407
1876,1102409,1102408
1877,1102409,1102716
1878,1102409,1102715
1879,1102409,1102201
1880,1102409,1102410
1881,1102410,1102407
1882,1102410,1102408
1883,1102410,1102201
1884,1102410,1102409
1885,1102411,1102401
1886,1102411,1102402
1887,1102411,1101707
1888,1102412,1102401
1889,1102501,1102517
1890,1102501,1102531
1891,1102501,1102532
1892,1102502,1102527
1893,1102502,1102528
1894,1102502,1102530
1895,1102502,1102503
1896,1102502,1102504
1897,1102502,1102531
1898,1102503,1102521
1899,1102503,1102502
1900,1102503,1102504
1901,1102503,1102531
1902,1102504,1102505
1903,1102504,1102521
1904,1102504,1102528
1905,1102504,1102502
1906,1102504,1102503
1907,1102505,1102521
1908,1102505,1102506
1909,1102505,1102528
1910,1102505,1102529
1911,1102505,1102526
1912,1102505,1102504
1913,1102506,1102505
1914,1102506,1102521
1915,1102506,1102507
1916,1102506,1102526
1917,1102507,1102521
1918,1102507,1102506
1919,1102508,1102518
1920,1102508,1102509
1921,1102508,1102519
1922,1102508,1102512
1923,1102508,1102520
1924,1102509,1102518
1925,1102509,1102510
1926,1102509,1102021
1927,1102509,1101916
1928,1102509,1102527
1929,1102509,1102528
1930,1102509,1102529
1931,1102509,1102526
1932,1102509,1102531
1933,1102509,1102519
1934,1102509,1102508
1935,1102509,1102525
1936,1102510,1102518
1937,1102510,1102509
1938,1102510,1102511
1939,1102511,1102518
1940,1102511,1102510
1941,1102511,1102512
1942,1102512,1102518
1943,1102512,1102508
1944,1102512,1102511
1945,1102513,1102523
1946,1102513,1102007
1947,1102513,1102031
1948,1102514,1102516
1949,1102514,1102523
1950,1102514,1102532
1951,1102516,1102514
1952,1102516,1102523
1953,1102516,1102532
1954,1102516,1102007
1955,1102516,1102524
1956,1102517,1102523
1957,1102517,1102501
1958,1102517,1102522
1959,1102517,1102532
1960,1102518,1102510
1961,1102518,1102509
1962,1102518,1102512
1963,1102518,1102508
1964,1102518,1102511
1965,1102519,1102509
1966,1102519,1102526
1967,1102519,1102508
1968,1102519,1102520
1969,1102520,1102526
1970,1102520,1102519
1971,1102520,1102508
1972,1102521,1102505
1973,1102521,1102506
1974,1102521,1102507
1975,1102521,1102503
1976,1102521,1102504
1977,1102521,1102531
1978,1102522,1102523
1979,1102522,1102517
1980,1102523,1102513
1981,1102523,1102514
1982,1102523,1102516
1983,1102523,1102517
1984,1102523,1102522
1985,1102523,1102532
1986,1102523,1102007
1987,1102523,1102031
1988,1102523,1102304
1989,1102524,1102516
1990,1102524,1102532
1991,1102524,1102009
1992,1102524,1102007
1993,1102524,1102525
1994,1102525,1102509
1995,1102525,1102021
1996,1102525,1102531
1997,1102525,1102532
1998,1102525,1102002
1999,1102525,1102009
2000,1102525,1102524
2001,1102526,1102505
2002,1102526,1102506
2003,1102526,1102509
2004,1102526,1102529
2005,1102526,1102519
2006,1102526,1102520
2007,1102527,1102509
2008,1102527,1102528
2009,1102527,1102530
2010,1102527,1102502
2011,1102527,1102531
2012,1102528,1102505
2013,1102528,1102509
2014,1102528,1102527
2015,1102528,1102529
2016,1102528,1102502
2017,1102528,1102504
2018,1102529,1102505
2019,1102529,1102509
2020,1102529,1102528
2021,1102529,1102526
2022,1102530,1102527
2023,1102530,1102502
2024,1102530,1102531
2025,1102531,1102521
2026,1102531,1102509
2027,1102531,1102527
2028,1102531,1102530
2029,1102531,1102501
2030,1102531,1102502
2031,1102531,1102503
2032,1102531,1102532
2033,1102531,1102525
2034,1102532,1102514
2035,1102532,1102516
2036,1102532,1102523
2037,1102532,1102517
2038,1102532,1102501
2039,1102532,1102531
2040,1102532,1102524
2041,1102532,1102525
2042,1102601,1102616
2043,1102601,1102605
2044,1102601,1102602
2045,1102602,1102616
2046,1102602,1102406
2047,1102602,1102603
2048,1102602,1102605
2049,1102602,1102601
2050,1102602,1102409
2051,1102603,1102604
2052,1102603,1102605
2053,1102603,1102602
2054,1102603,1102409
2055,1102604,1102603
2056,1102604,1102605
2057,1102605,1102616
2058,1102605,1102618
2059,1102605,1102603
2060,1102605,1102604
2061,1102605,1102601
2062,1102605,1102602
2063,1102606,1102613
2064,1102606,1102619
2065,1102606,1102406
2066,1102606,1102405
2067,1102606,1102610
2068,1102606,1102621
2069,1102606,1102607
2070,1102606,1102608
2071,1102607,1102606
2072,1102607,1102610
2073,1102607,1102608
2074,1102607,1102609
2075,1102608,1102613
2076,1102608,1102606
2077,1102608,1102607
2078,1102608,1102609
2079,1102608,1102623
2080,1102609,1102610
2081,1102609,1102607
2082,1102609,1102608
2083,1102609,1102623
2084,1102610,1102606
2085,1102610,1102621
2086,1102610,1102607
2087,1102610,1102609
2088,1102610,1102623
2089,1102611,1102616
2090,1102611,1102617
2091,1102611,1102619
2092,1102611,1102612
2093,1102611,1102614
2094,1102611,1102620
