SA2_2016_CODE,SA2_NAME,Employed_persons_working,Average_commuting_distance,Median_commuting_distance,interquartile_range_distance,standard_deviation_distance
101021007,Braidwood,1023,17.14,4.15,21.17,26.88
101021008,Karabar,788,13.79,3.54,15.48,27.76
101021009,Queanbeyan,5353,16.01,8.51,18.6,26.07
101021010,Queanbeyan - East,2683,18.06,15.23,19.65,23.4
101021011,Queanbeyan Region,2792,22.52,18.71,34.73,27.95
101021012,Queanbeyan West - Jerrabomberra,2089,14.32,9.19,16.96,20.22
101031013,Bombala,1003,20.72,5.36,24.48,34.97
101031014,Cooma,3370,13.26,2.91,8.72,24.03
101031015,Cooma Region,649,23.63,4.5,37.86,36.54
101031016,Jindabyne - Berridale,3320,28.41,15.19,33.66,44.59
101041017,Batemans Bay,4122,15.14,8.13,11.38,23.49
101041018,Batemans Bay - South,1111,10.17,3.98,10.71,19.84
101041019,Bega - Tathra,5031,18.28,14.12,27.57,21.5
101041020,Bega-Eden Hinterland,1361,16.77,7.02,26.03,25.65
101041021,Broulee - Tomakin,689,12.71,4.9,15.49,22.3
101041022,Deua - Wadbilliga,3,0,0,0,0
101041023,Eden,1295,13.05,3.09,19.71,20.36
101041024,Eurobodalla Hinterland,717,16.43,10.54,21.13,25.22
101041025,Merimbula - Tura Beach,3527,11.7,6.86,12.47,18.92
101041026,Moruya - Tuross Head,3296,16.47,13.06,21.03,20.79
101041027,Narooma - Bermagui,2432,11.64,4.71,12.45,19.78
101051539,Goulburn,9877,15.35,3.79,5.72,31.33
101051540,Goulburn Region,3364,24.23,11.48,33.9,36.9
101061541,Yass,2206,14.83,2.81,14.54,25.89
101061542,Yass Region,2193,32.3,12.26,36.81,55.49
101061543,Young,4303,11.44,3.35,8.62,22.64
101061544,Young Region,2329,22.11,8.64,33.57,30.47
102011028,Avoca Beach - Copacabana,1085,7.76,1.6,9.52,16.75
102011029,Box Head - MacMasters Beach,1342,8.9,1.78,10.91,18.35
102011030,Calga - Kulnura,5178,27.37,23.15,27.11,23.78
102011031,Erina - Green Point,9424,13.17,9.47,10.29,15.36
102011032,Gosford - Springfield,18754,17.59,12.7,14.4,19.17
102011033,Kariong,1302,19.36,15.01,23.16,20.55
102011034,Kincumber - Picketts Valley,2159,10.96,6.91,10.78,15.21
102011035,Narara,728,12.67,6.32,17.32,18.19
102011036,Niagara Park - Lisarow,2663,15.63,12.75,16.73,16.76
102011037,Point Clare - Koolewong,843,11.19,7.21,14.15,15.39
102011038,Saratoga - Davistown,697,7.05,1.08,10.83,14.55
102011039,Terrigal - North Avoca,2834,10.17,5.24,11.69,17.5
102011040,Umina - Booker Bay - Patonga,3639,9.37,2.83,11.5,16.3
102011041,Wamberal - Forresters Beach,1510,9.42,4.42,11.73,16.16
102011042,Woy Woy - Blackwall,3804,12.59,5.72,13.65,18.02
102011043,Wyoming,2517,13.17,7.49,16.12,16.29
102021044,Bateau Bay - Killarney Vale,4007,9.4,3.99,12.09,14.08
102021045,Blue Haven - San Remo,1110,13.03,7.12,15.82,16.72
102021046,Budgewoi - Buff Point - Halekulani,951,9.62,3.75,11.27,16.6
102021047,Chittaway Bay - Tumbi Umbi,4893,16.16,10.75,17.11,19.09
102021048,Gorokan - Kanwal - Charmhaven,4137,11.31,5.74,11.44,16.78
102021049,Jilliby - Yarramalong,778,17.61,12.46,24.81,22.97
102021050,Lake Munmorah - Mannering Park,1792,17.89,11.82,22.07,20.84
102021051,Ourimbah - Fountaindale,1992,19.95,15.89,16.44,19.38
102021052,Summerland Point - Gwandalan,462,11.82,2.02,18.18,21.3
102021053,The Entrance,3200,12.14,6.37,16.12,18.07
102021054,Toukley - Norah Head,2144,12.85,7.83,13.67,19.32
102021055,Tuggerah - Kangy Angy,9245,19.14,14.35,13.55,18.44
102021056,Warnervale - Wadalba,5931,16.86,11.49,18.8,18.41
102021057,Wyong,5104,19.12,14.45,15.06,19.16
103011058,Bathurst,12610,13.78,4.72,5.94,27.8
103011059,Bathurst - East,3524,12.68,5.84,6.62,24.18
103011060,Bathurst Region,1183,21.66,9.58,26.7,38.16
103011061,Oberon,2045,23.98,6.86,40.23,35.92
103021062,Condobolin,2460,35.79,3.15,64.24,51.64
103021063,Cowra,3665,11.01,3.11,8.07,20.59
103021064,Cowra Region,1535,15.37,4.6,24.12,24.1
103021065,Forbes,3919,14.55,2.86,18.81,25.61
103021066,Grenfell,1217,15.4,1.7,25.29,24.55
103021067,Parkes (NSW),3971,9.53,2.3,3.24,20.54
103021068,Parkes Region,1395,28.43,26.64,37.95,29.81
103021069,West Wyalong,2506,26.16,3.42,42.43,40.66
103031070,Lithgow,4956,19.17,4.79,21.5,33.96
103031071,Lithgow Region,2384,27.39,16.34,31.86,33.23
103031072,Mudgee,5160,12.75,3.41,12.87,23.9
103031073,Mudgee Region - East,860,21.89,7.65,25.49,36.74
103031074,Mudgee Region - West,3553,38.44,30.3,46.13,46.72
103031075,Wollangambe - Wollemi,0,0,0,0,0
103041076,Blayney,2871,24.84,22.18,35.73,28.83
103041077,Orange,15013,12.19,4.49,6.8,23.2
103041078,Orange - North,3293,11.81,4.39,5.57,25.73
103041079,Orange Region,3470,20.15,13.36,29.82,26.38
104011080,Grafton,9310,16.28,5.92,16.27,25.21
104011081,Grafton Region,1877,20.62,9.71,33.36,29.06
104011082,Maclean - Yamba - Iluka,4756,13.6,5.91,16.37,22.98
104021083,Bellingen,1685,12.42,6.53,18.37,15.11
104021084,Coffs Harbour - North,6321,11.76,6.38,11.97,15.38
104021085,Coffs Harbour - South,12938,13.57,7.63,13.52,18.12
104021086,Coramba - Nana Glen - Bucca,555,12.34,5.19,19.69,19.29
104021087,Dorrigo,940,14.3,5.57,21,22.38
104021088,Korora - Emerald Beach,1191,8.44,3.82,12.58,15.97
104021089,Sawtell - Boambee,4274,10.59,4.97,10.13,16.19
104021090,Urunga,1116,14.62,10.58,19.15,18.69
104021091,Woolgoolga - Arrawarra,3133,15.21,8.28,18.85,19.21
105011092,Bourke - Brewarrina,1324,29.08,1.43,20.32,54.72
105011093,Cobar,1908,17.5,1.97,2.68,46.82
105011094,Coonamble,1462,26.06,2.18,40.87,41.84
105011095,Nyngan - Warren,2095,32.56,4.38,54.92,48.19
105011096,Walgett - Lightning Ridge,1998,33.35,1.37,56.68,52.95
105021097,Broken Hill,6561,4.11,2.83,2.6,12.19
105021098,Far West,688,101.9,110.63,182.52,88.55
105031099,Coonabarabran,2579,19.98,2.29,26.27,32.48
105031100,Dubbo - East,6348,11.81,4.97,4.58,22.15
105031101,Dubbo - South,9778,10.18,4.06,3.87,21.25
105031102,Dubbo - West,2053,10.99,5.23,6.45,22.06
105031103,Dubbo Region,1018,18.91,11.2,27.47,24.83
105031104,Gilgandra,1577,15.35,2.11,24.11,23.92
105031105,Narromine,2243,22.67,7.03,38.56,31.87
105031106,Wellington,2255,18.49,3.49,27.29,27.96
106011107,Branxton - Greta - Pokolbin,3958,23.88,17.51,22.51,26.66
106011108,Cessnock,6337,17.12,8.31,25.66,21.77
106011109,Cessnock Region,1628,25.32,17.89,28.67,30.7
106011110,Dungog,2135,19.85,7.18,26.72,32.95
106011111,Kurri Kurri - Abermain,3312,16.58,11.84,20.3,22.38
106011112,Singleton,7908,26.27,9.9,42.19,32.87
106011113,Singleton Region,6771,52.19,48.65,42.98,35.39
106021114,Maitland,6435,19.14,11.05,23.63,21.81
106021115,Maitland - East,7614,14.87,8.76,19.29,19.19
106021116,Maitland - North,989,12.82,6.25,15.26,22.41
106021117,Maitland - West,7430,19.12,12.62,24.62,23.12
106021118,Thornton - Millers Forest,3821,20.66,16.8,20.13,23.09
106031119,Anna Bay,795,10.72,4.15,11.32,21.32
106031120,Lemon Tree Passage - Tanilba Bay,792,12.82,2.71,26.19,18.87
106031121,Nelson Bay Peninsula,6716,14,5.69,8.81,25.99
106031122,Raymond Terrace,9845,23.96,21.21,15.19,20.48
106031123,Seaham - Woodville,726,14.63,6.5,21.73,23.61
106031124,Tea Gardens - Hawks Nest,1088,23.06,4.93,35.12,37.28
106031125,Williamtown - Medowie - Karuah,6356,24.45,24.23,21.09,24.16
106041126,Muswellbrook,7352,32.09,15.98,42.51,38.73
106041127,Muswellbrook Region,1994,37.28,22.71,44.92,43.71
106041128,Scone,2751,16.02,4.23,17.93,27.79
106041129,Scone Region,2157,26.9,12.32,35.65,39.71
107011131,Dapto - Avondale,4604,11.42,8.57,12.09,16.06
107011132,Horsley - Kembla Grange,842,17.03,11.36,17.06,26.46
107011133,Port Kembla Industrial,3247,17.75,14.44,10.45,18.04
107011134,Unanderra - Mount Kembla,8808,14.84,9.91,11.68,19.51
107011545,Berkeley - Lake Heights - Cringila,1576,12.19,8.08,11.84,19.33
107011546,Port Kembla - Warrawong,7834,16.35,11.91,7.5,21.73
107011547,Windang - Primbee,415,10.2,7.63,12.01,14.12
107021135,Illawarra Catchment Reserve,62,25.75,19.7,17.63,19.12
107031136,Albion Park - Macquarie Pass,2437,11.88,8.02,14.47,18.2
107031137,Albion Park Rail,2349,14.1,8.27,11.86,19.67
107031138,Kiama,2855,12.76,6.02,15.39,17.51
107031139,Kiama Downs - Minnamurra,582,8.27,1.41,10.48,17.27
107031140,Kiama Hinterland - Gerringong,1847,14.36,5.38,20.83,23.49
107031141,Shellharbour - Flinders,2663,12.34,6.28,14.76,19.04
107031142,Shellharbour - Oak Flats,6050,12.01,6.31,13.04,17.32
107031143,Warilla,3905,11.63,6.2,13.78,16.88
107041144,Balgownie - Fairy Meadow,5745,11.69,5.81,12.58,16.51
107041145,Corrimal - Tarrawanna - Bellambi,3313,11.7,5.36,13.35,18.88
107041146,Figtree - Keiraville,6646,13.34,6.1,11.38,21.43
107041147,Helensburgh,2028,21.48,8.93,31.59,28.77
107041148,Thirroul - Austinmer - Coalcliff,2330,10.7,4.28,13.14,17.68
107041150,Woonona - Bulli - Russell Vale,3559,10.3,4.14,11.65,16.56
107041548,Wollongong - East,20349,14.16,8.66,13.36,17.94
107041549,Wollongong - West,7445,13.67,8.35,14.09,17.92
108011151,Bulahdelah - Stroud,1287,23.67,7.69,39.4,34.22
108011152,Forster,4250,12.28,3.55,15.75,21.74
108011153,Forster-Tuncurry Region,1056,16.3,8.14,23.84,24.04
108011154,Tuncurry,2300,13.24,5.82,15.25,21.07
108021155,Kempsey,6411,19.04,10.51,24.62,21.73
108021156,Kempsey Region,1672,19.49,11.63,28.79,27.04
108021157,Macksville - Scotts Head,2372,16.42,12.43,14.55,19.48
108021158,Nambucca Heads,1867,12.76,6.73,16.3,16.73
108021159,Nambucca Heads Region,1156,14.4,6.64,19.75,21.41
108021160,South West Rocks,1034,8.94,2.43,4.78,16.47
108031161,Lord Howe Island,204,1.06,0,2.69,1.45
108041162,Laurieton - Bonny Hills,3051,13.41,7.38,17.23,21.24
108041163,Port Macquarie - East,8632,10.66,4.62,6.21,19.93
108041164,Port Macquarie - West,11219,12.96,6.03,13.54,20.84
108041165,Port Macquarie Region,1056,21.52,12.58,31.06,30.99
108041166,Wauchope,3102,14.48,9.23,19.24,20.16
108051167,Gloucester,1689,15.77,4.11,16.97,28.14
108051168,Old Bar - Manning Point - Red Head,1362,12.06,3.3,18.68,23.34
108051169,Taree,10345,16.4,11.19,18.76,21.19
108051170,Taree Region,1514,15.06,1.49,22.22,29.01
108051171,Wingham,1472,13.37,9.53,14.95,18.35
109011172,Albury - East,5679,13.73,7.2,10.47,21.09
109011173,Albury - North,1858,10.15,4.44,8.95,18.2
109011174,Albury - South,12414,11.51,7.34,7.41,15.87
109011175,Albury Region,3639,18.1,10.35,25.46,23.6
109011176,Lavington,3980,10.13,4.72,10.71,16.75
109021177,Hay,1241,23.55,1.85,13.9,45.14
109021178,Wentworth - Buronga,2095,13.08,9.84,17.08,14.41
109021179,Wentworth-Balranald Region,1505,47.16,9.29,77.42,64.86
109031180,Corowa,2265,13.47,3.08,13.23,21.06
109031181,Corowa Region,2605,20.49,6.43,31.49,28.66
109031182,Deniliquin,3134,9.95,2.8,4.07,23.87
109031183,Deniliquin Region,2699,33.35,16.07,47.06,43.96
109031184,Moama,1776,13.53,5.36,7.49,26.96
109031185,Tocumwal - Finley - Jerilderie,3183,15.71,4.33,20.87,26.2
110011186,Armidale,10695,10.74,3.81,6.35,22.68
110011187,Armidale Region - North,1700,21.9,7.44,37.16,29.49
110011188,Armidale Region - South,1304,14.05,3.06,22.1,23.78
110011189,Walcha,1382,23.29,1.88,33.99,38.82
110021190,Glen Innes,2991,15.03,2.31,16.59,31.59
110021191,Inverell,5277,11.26,3.46,6.98,22.99
110021192,Inverell Region - East,971,25.64,2.69,41.91,38.04
110021193,Inverell Region - West,1706,20.33,1.29,35.5,31.89
110021194,Tenterfield,2026,23.14,2.69,25.15,39.89
110031195,Moree,3607,12.95,3.11,10.01,27.33
110031196,Moree Region,2094,45.17,26.87,77.47,51.18
110031197,Narrabri,3024,11.41,3.36,7.71,24.6
110031198,Narrabri Region,1909,30.18,18.23,41.11,39.33
110041199,Gunnedah,3771,13.54,3.11,6.14,27
110041200,Gunnedah Region,1992,41.63,39.45,55.94,41.7
110041201,Quirindi,2586,21.25,7.73,32.07,29.24
110041202,Tamworth - East,5900,9.96,4.48,7.02,19.2
110041203,Tamworth - North,9729,11.3,5.69,7.69,19.15
110041204,Tamworth - West,5434,12.78,7.27,8.27,19.94
110041205,Tamworth Region,3481,21.63,6.34,30.94,34.05
111011206,Belmont - Bennetts Green,5760,13.16,8.41,12.69,17.93
111011207,Belmont South - Blacksmiths,527,9.43,3.78,12,19.08
111011208,Charlestown - Dudley,11991,13.02,7.89,8.7,18.68
111011209,Glendale - Cardiff - Hillsborough,10183,14.55,8.94,10.21,18.9
111011210,Mount Hutton - Windale,1491,11.12,6.3,10.19,17.98
111011211,Redhead,903,14.23,8.85,13.39,19.79
111011212,Swansea - Caves Beach,1770,11.47,4.13,17.31,17.27
111011213,Valentine - Eleebana,1097,7.27,2.11,9.75,15.16
111011214,Warners Bay - Boolaroo,6190,12.91,8.89,9.06,16.96
111021215,Bolton Point - Teralba,1778,15.5,11.49,13.74,19.97
111021216,Bonnells Bay - Silverwater,828,18.39,2.97,21.52,33.75
111021217,Edgeworth - Cameron Park,2638,14.38,10.34,13.72,19.05
111021218,Morisset - Cooranbong,5953,19.29,13.53,24.45,20.61
111021219,Toronto - Awaba,4132,15.03,10.11,17.07,18.95
111021220,Wangi Wangi - Rathmines,1166,14.51,4.58,22.37,24.45
111021221,West Wallsend - Barnsley - Killingworth,949,15.45,12.65,18.27,17.8
111031222,Adamstown - Kotara,6721,11.75,6.63,8.82,17.81
111031223,Beresfield - Hexham,6701,23.21,18.06,15.1,23.26
111031224,Hamilton - Broadmeadow,11840,16.17,9.07,15.17,22.68
111031225,Lambton - New Lambton,10347,12.88,7.4,9.59,17.7
111031226,Maryland - Fletcher - Minmi,1541,14.59,8.38,15,25.02
111031227,Mayfield - Warabrook,8047,16.38,11.33,14.72,20.04
111031228,Merewether - The Junction,3496,9.7,4.9,10.88,16.92
111031229,Newcastle - Cooks Hill,18864,17.61,10.59,15.83,23.71
111031230,Newcastle Port - Kooragang,4062,22.85,17.71,16.27,22.17
111031231,Shortland - Jesmond,7466,17.09,9.96,13.2,24.28
111031232,Stockton - Fullerton Cove,1700,19.44,18.53,24.92,19.65
111031233,Wallsend - Elermore Vale,5526,14.11,8.33,12.86,20.16
111031234,Waratah - North Lambton,5368,14.02,7.89,12.49,20.97
111031235,Wickham - Carrington - Tighes Hill,5650,17.6,11.06,18.31,23.28
112011236,Ballina,8842,15.8,8.81,17.13,21.98
112011237,Ballina Region,4403,15.08,11.08,17.93,22.78
112011238,Bangalow,2031,15.02,10.17,22.42,21.78
112011239,Brunswick Heads - Ocean Shores,1639,10.97,4.06,15.38,17.54
112011240,Byron Bay,6167,17.74,12.04,21,20.97
112011241,Evans Head,1221,14.31,5.29,21.05,21.73
112011242,Lennox Head - Skennars Head,1505,9.03,2.62,11.02,18.79
112011243,Mullumbimby,2883,13.79,8.49,16.65,18.42
112021244,Casino,4684,16.4,6,26.4,23.93
112021245,Casino Region,1404,23.03,14.29,30.85,32.74
112021246,Goonellabah,2626,14.08,6.35,18.65,19.69
112021247,Kyogle,2017,18.04,8.86,25.46,25.41
112021248,Lismore,14561,18.77,10.81,24.69,24.12
112021249,Lismore Region,2835,15.37,9.63,24.55,20.8
112031250,Kingscliff - Fingal Head,4055,13.31,7.98,15.56,19.15
112031251,Murwillumbah,4715,15.7,11.23,20.92,16.79
112031252,Murwillumbah Region,1719,13.09,8.22,20.34,16.96
112031253,Pottsville,2289,10.21,3.66,15.49,16.49
112031254,Tweed Heads,6991,15.02,8.93,16.55,19.26
112031550,Banora Point,2156,10.59,4.74,11.51,16.9
112031551,Terranora - North Tumblegum,493,12.27,6.4,16.14,19.79
112031552,Tweed Heads South,5536,14.09,7.88,16.6,17.17
113011256,Griffith (NSW),8419,9.51,3.84,3.77,21.36
113011257,Griffith Region,5913,20.42,10.22,20.38,30.14
113011258,Leeton,4170,10.36,3.41,7.5,21.6
113011259,Narrandera,2058,17.35,2.32,24.82,29.6
113021260,Tumbarumba,1431,22.21,5.82,30.85,34.83
113021261,Tumut,3135,12.12,2.74,9.88,25.27
113021262,Tumut Region,1197,24.18,10.72,30.65,38.87
113031263,Cootamundra,2654,11.99,2.62,8.4,23.49
113031264,Gundagai,1433,16.65,4.92,28.31,22.49
113031265,Junee,1797,16.57,2.66,33.31,24.19
113031266,Temora,2453,13.05,1.91,15.82,23.79
113031267,Wagga Wagga - East,5989,10.78,6.15,5.43,19.79
113031268,Wagga Wagga - North,2753,16.13,11.86,6.36,21.67
113031269,Wagga Wagga - South,3095,7.93,3.6,4.59,17.95
113031270,Wagga Wagga - West,14984,11.11,5.77,5.02,21.71
113031271,Wagga Wagga Region,4363,20.16,11.35,27.41,29.32
114011272,Berry - Kangaroo Valley,2665,20.13,12.89,22.36,29.66
114011273,Callala Bay - Currarong,385,16.32,2.29,22.08,29.27
114011274,Culburra Beach,787,16.17,2.81,16.93,33.05
114011275,Ettrema - Sassafras - Budawang,74,155.62,171.51,53.94,62.44
114011276,Huskisson - Vincentia,1820,15.32,8.22,11.83,25.36
114011277,North Nowra - Bomaderry,4099,15.62,7.24,22.12,20.31
114011278,Nowra,14930,20.09,11.24,21.54,25.41
114011279,St Georges Basin - Erowal Bay,1504,10.6,3.14,8.73,22.61
114011280,Sussex Inlet - Berrara,678,12.92,2.23,7.53,31.48
114011281,Tomerong - Wandandian - Woollamia,491,18.37,9.5,21.33,30.54
114011282,Ulladulla,5073,10.64,4.4,5.9,23.7
114011283,Ulladulla Region,708,16.82,4.63,18.82,34.85
114021284,Bowral,6267,17.26,7.74,18.24,25.32
114021285,Hill Top - Colo Vale,474,12.92,2.75,15.81,22.23
114021286,Mittagong,4193,19.26,10.86,20.04,25.74
114021287,Moss Vale - Berrima,4361,21.7,11.22,25.78,27.79
114021288,Robertson - Fitzroy Falls,927,27.44,7.54,28.75,49.23
114021289,Southern Highlands,1631,20.39,9.52,26.42,31.27
115011290,Baulkham Hills (East),4059,10,7,10.8,13.73
115011291,Baulkham Hills (West) - Bella Vista,23337,18.06,11.85,19.38,18.88
115011294,Glenhaven,864,9.01,4.13,11.69,14.98
115011296,West Pennant Hills,2638,14.28,10.1,17.05,18
115011553,Castle Hill - Central,8737,15.41,9.8,14.21,18.07
115011554,Castle Hill - East,1302,12.44,10.45,12.49,13.61
115011555,Castle Hill - North,5463,10.56,6.75,9.31,13.82
115011556,Castle Hill - South,2145,9.39,6.13,10.84,11.78
115011557,Castle Hill - West,469,7.22,0.86,7.41,14.92
115011558,Cherrybrook,2390,8.56,3.53,12.25,13.5
115011559,Kellyville,3621,10.99,5.95,13.92,16.33
115021297,Dural - Kenthurst - Wisemans Ferry,8384,15.07,10.48,17.11,17.68
115021298,Galston - Laughtondale,1694,15.81,10.65,22.09,18.84
115031299,Bilpin - Colo - St Albans,506,26.04,9.31,43.88,34.24
115031300,Kurrajong Heights - Ebenezer,3579,12.2,6.7,17.41,17.51
115041301,Pitt Town - McGraths Hill,4911,17.19,13.83,17.86,18.96
115041302,Rouse Hill - Beaumont Hills,5832,12.69,7.71,14.07,16.87
116011303,Blacktown (East) - Kings Park,20094,16.04,11.08,16.73,16.66
116011304,Blacktown (North) - Marayong,1835,10.46,6.2,12.74,13.27
116011306,Doonside - Woodcroft,1888,11.37,5.59,13.47,19.55
116011307,Lalor Park - Kings Langley,13065,17.66,12.26,18.29,18.9
116011308,Seven Hills - Toongabbie,6832,14.42,10.6,14.49,16.84
116011560,Blacktown (South),1011,10.95,7.24,14.92,13.5
116011561,Blacktown (West),1578,11.8,7.73,15.99,15.39
116021309,Glenwood,1641,8.6,3.16,9.5,16.67
116021310,Parklea - Kellyville Ridge,3752,9.16,4.05,11.3,14.62
116021312,Riverstone - Marsden Park,6642,18.37,13.35,18.02,20.61
116021562,Acacia Gardens,237,6.17,1.82,8.39,10
116021563,Quakers Hill,2452,12.5,5.96,16.7,20.61
116031313,Bidwill - Hebersham - Emerton,1470,10.76,6.24,12.72,13.17
116031314,Glendenning - Dean Park,5043,19.26,13.95,18.25,21.39
116031315,Hassall Grove - Plumpton,2150,9.61,4.5,12.31,13.26
116031316,Lethbridge Park - Tregear,1075,12.55,7.98,15.54,17.26
116031317,Mount Druitt - Whalan,6894,14.08,9.29,14.51,17.07
116031318,Prospect Reservoir,17816,22.08,17.48,15.52,19.37
116031319,Rooty Hill - Minchinbury,10326,17.63,13.38,16.42,19
117011320,Banksmeadow,5634,22.05,16.68,19.64,22
117011321,Botany,7012,18.69,12.57,17.32,21.16
117011322,Mascot - Eastlakes,21529,19.5,13.14,17.68,21.49
117011323,Pagewood - Hillsdale - Daceyville,4224,11.54,5.31,12.5,15.83
117011324,Port Botany Industrial,4345,24.48,19.11,19.82,20.82
117011325,Sydney Airport,15098,22.37,16.26,18.54,22.3
117021326,Marrickville,13127,13.22,8.79,12.38,15.81
117021327,Petersham - Stanmore,4983,11.75,6.48,12.89,17.1
117021328,Sydenham - Tempe - St Peters,5790,15.44,10.04,14.02,17.31
117031329,Darlinghurst,11962,13.58,7.87,13.55,17.28
117031330,Erskineville - Alexandria,23330,17.7,11.49,17.17,19.48
117031331,Glebe - Forest Lodge,7142,14.15,8.13,15.12,21.4
117031332,Newtown - Camperdown - Darlington,20419,13.27,8.04,13.78,18.02
117031333,Potts Point - Woolloomooloo,14584,17.04,10.08,16.84,23.35
117031334,Pyrmont - Ultimo,36437,17.05,11,17.07,19.29
117031335,Redfern - Chippendale,14361,17.7,10.37,19.38,20.97
117031336,Surry Hills,29458,16.93,9.71,18.11,20.02
117031337,Sydney - Haymarket - The Rocks,316984,18.89,13.56,18.03,19.07
117031338,Waterloo - Beaconsfield,14282,16.17,10.61,17.59,18.3
118011339,Bondi - Tamarama - Bronte,3223,9.66,3.03,11.69,16.25
118011340,Bondi Beach - North Bondi,4277,7.71,2.13,9.28,13.55
118011341,Bondi Junction - Waverly,15187,13.03,6.77,15.42,16.76
118011342,Centennial Park,106,21.43,8.13,20,34.56
118011343,Double Bay - Bellevue Hill,9332,11.13,5.57,12.83,16.31
118011344,Dover Heights,1468,6.39,1.14,6.85,12.99
118011345,Paddington - Moore Park,9316,13.77,7.1,14.22,19.75
118011346,Rose Bay - Vaucluse - Watsons Bay,4179,11.93,7.16,16.29,16.2
118011347,Woollahra,2785,10.2,4.25,10.33,19.13
118021348,Coogee - Clovelly,3757,6.99,2.38,7.02,14.05
118021350,Malabar - La Perouse - Chifley,5009,16.19,9,20.17,21.85
118021564,Kensington (NSW),9195,13.07,6.49,14.2,17.81
118021565,Kingsford,2104,7.99,3.61,9.18,12.94
118021566,Maroubra - North,1916,8.85,3.94,10.7,13.56
118021567,Maroubra - South,1260,8.03,3.01,10.22,13.51
118021568,Maroubra - West,2016,9,4.25,10.13,12.91
118021569,Randwick - North,3940,11.49,5.67,14.04,16.72
118021570,Randwick - South,12003,11.96,5.9,13.88,16.12
119011354,Bass Hill - Georges Hall,3016,9.54,6.4,11.29,12.21
119011355,Chullora,7786,20.09,15.09,16.48,19.86
119011356,Condell Park,12918,18.85,14,17.86,18.82
119011357,Greenacre - Mount Lewis,6215,12.96,7.96,14.63,17.04
119011358,Padstow,3561,12.81,8.47,14.66,15.39
119011359,Panania - Milperra - Picnic Point,3368,11.6,7.21,15.89,16.24
119011360,Revesby,3229,10.14,5.76,12.52,12.52
119011361,Yagoona - Birrong,2178,9.3,5.12,12.34,13.79
119011571,Bankstown - North,7296,13.09,9.32,13.75,15.23
119011572,Bankstown - South,9755,13.98,10.34,13.34,15.61
119021362,Belmore - Belfield,3664,10.26,5.96,11.39,14.96
119021363,Canterbury (South) - Campsie,7092,10.58,6.45,12.11,13.95
119021364,Kingsgrove (North) - Earlwood,6747,13.85,8.33,15.12,17.17
119021366,Punchbowl,4336,11.45,7.16,12.84,14.87
119021367,Roselands,2943,9.46,5.45,9.15,13.25
119021573,Lakemba,2834,8.27,4.31,9.63,12.35
119021574,Wiley Park,722,5.53,2.01,6.97,9.51
119031368,Hurstville,9477,10.41,5.79,11.5,13.42
119031369,Mortdale - Penshurst,3127,7.89,3.73,10.22,11.98
119031370,Narwee - Beverly Hills,1748,9.08,4.76,11.48,14.35
119031371,Oatley - Hurstville Grove,1950,10.65,4.64,12.93,16.71
119031372,Peakhurst - Lugarno,5437,12.66,7.93,13.81,17.09
119031373,Riverwood,1834,11.06,6.67,13.81,14.2
119031374,South Hurstville - Blakehurst,3760,9.99,5.34,11.12,14.92
119041375,Arncliffe - Bardwell Valley,3988,13.26,8.12,14.33,17.54
119041376,Bexley,3167,8.38,4,10.52,14.39
119041377,Kingsgrove (South) - Bardwell Park,2022,8.45,4.93,10.17,11.9
119041378,Kogarah,11089,14.56,10.7,13.42,16.92
119041379,Kogarah Bay - Carlton - Allawah,2489,9.94,5.79,10.73,14.43
119041380,Monterey - Brighton-le-Sands - Kyeemagh,2004,9.62,4.71,11.63,15.96
119041381,Rockdale - Banksia,5776,11.96,7.63,12.04,15.17
119041382,Sans Souci - Ramsgate,2396,8.42,4.95,9.29,13.65
120011383,Concord - Mortlake - Cabarita,4047,10.43,6.02,13.14,14.87
120011384,Concord West - North Strathfield,19667,17.54,13.93,15.8,16.99
120011385,Drummoyne - Rodd Point,4118,10.41,6.12,12.09,15.67
120011386,Five Dock - Abbotsford,5355,10.48,5.86,11.75,14.9
120021387,Balmain,4884,12.05,7.09,13.34,19.07
120021388,Leichhardt - Annandale,10338,12.17,7.06,13.16,16.24
120021389,Lilyfield - Rozelle,5700,14.34,8.26,14.65,21.29
120031390,Ashfield,7714,13.4,8.23,14.35,17.95
120031391,Burwood - Croydon,13242,13.75,9.53,13.86,16.56
120031392,Canterbury (North) - Ashbury,1578,9.74,5.01,11.93,14.01
120031393,Croydon Park - Enfield,2752,9.64,4.51,11.17,15.1
120031394,Dulwich Hill - Lewisham,2617,10.39,5.42,11.93,16.79
120031395,Haberfield - Summer Hill,3353,11.82,5.51,13.08,19.23
120031396,Homebush,10731,19.01,14.21,17.09,19.08
120031575,Strathfield,7704,13.78,9.53,15.17,16.57
120031576,Strathfield South,2649,17.73,12.9,16.78,18.12
121011398,Chatswood (East) - Artarmon,27340,16.68,12.63,14.84,18.72
121011399,Chatswood (West) - Lane Cove North,2964,12.81,8.53,16.91,17.24
121011400,Lane Cove - Greenwich,12272,15.94,12,16.03,18.05
121011401,St Leonards - Naremburn,29025,19.06,13.94,15.11,19.8
121011402,Willoughby - Castle Cove - Northbridge,7077,12.79,8.5,15.15,17.09
121021403,Asquith - Mount Colah,4541,23.3,12.21,37.25,25.65
121021404,Berowra - Brooklyn - Cowan,1656,15.03,2.46,26.64,21.6
