"SA1_2016","AREA_SKM","FEMALE","BORN_ELSEWHERE","NON_ENGLISH_LANGUGE","HIGH_SCHOOL_COMPLETE","AGE_UNDER_15","AGE_15_24","AGE_25_34","AGE_35_44","AGE_45_64","AGE_OVER_65","HIGH_SCHOOL_TOTAL","MEDIAN_AGE","MEDIAN_MORTGAGE_REPAY","MEDIAN_TOT_PRSNL_INC","MEDIAN_RENT","MEDIAN_TOT_FAM_INC","AVERAGE_NUM_PSNS_PER","MEDIAN_TOT_HHD","AVERAGE_HOUSEHOLD_SIZE","LEVERAGE_RATIO","MARRIED","DEFACTOR","NOT_MARRIED","AUSTRALIAN_TOTAL","AUSTRALIAN_ABORIGINAL_TOTAL","CHINESE_TOTAL","CROATIAN_TOTAL","DUTCH_TOTAL","ENGLISH_TOTAL","FILIPINO_TOTAL","FRENCH_TOTAL","GERMAN_TOTAL","GREEK_TOTAL","HUNGARIAN_TOTAL","INDIAN_TOTAL","IRISH_TOTAL","ITALIAN_TOTAL","KOREAN_TOTAL","LEBANESE_TOTAL","MACEDONIAN_TOTAL","MALTESE_TOTAL","MAORI_TOTAL","NEW_ZEALANDER_TOTAL","POLISH_TOTAL","RUSSIAN_TOTAL","SCOTTISH_TOTAL","SERBIAN_TOTAL","SOUTH_AFRICAN_TOTAL","SPANISH_TOTAL","SRI_LANKAN_TOTAL","TURKISH_TOTAL","VIETNAMESE_TOTAL","WELSH_TOTAL","OTHER_TOTAL","LOW_ENGLISH","CHRISTIANITY","ISLAM","HINDUISM","JUDAISM","BUDDHISM","OTHER_RELIGION","NO_RELIGION","FAMILY_COUPLE_CHILDREN_DEPENDENTS","ONE_PARENT_FAMILIES","Owned_outright_Total","Owned_with_a_mortgage_Total","Rented_Real_Estate_Agent_Total","HOUSING_PUBLIC_HOUSING","HOUSING_SHARE_HOUSE","HOUSING_CO_OPERATIVE","HOUSING_RENTAL","NO_INTERNET_TOTAL","LABOUR_FORCE","LABOUR_FORCE","DIFF_ADDRESS_1YR","DIFF_ADDRESS_5YR","DIPLOMA_ABOVE","AGRICULTURE_TOTAL","MINING_TOTAL","MANUFACTURING_TOTAL","CONSTRUCTION_TOTAL","RETAIL_TOTAL","REAL_ESTATE_TOTAL","ADMIN_TOTAL","PUBLIC_ADMIN_TOTAL","EDUCATION_SECTOR_TOTAL","HEALTHCARE_TOTAL","WHITECOLLAR","BLUECOLLAR","NOT_USE_PUBLIC_TRANSPORT"
"506061142","29.3986","0.5047","0.2780","0.1221","0.3440","0.2690","0.1292","0.2131","0.1418","0.1809","0.0655","0.3440","29","2091","822","393","1942","0.8","1.8600","3","0.2810","0.5077","0.1751","0.3171","0.3589","0.0033","0.0121","0.0032","0.0434","0.4520","0.0091","0.0055","0.0263","0.0023","0.0011","0.0406","0.0763","0.0321","0.0006","0.0020","0.0009","0.0013","0.0141","0.0186","0.0056","0.0009","0.0821","0.0007","0.0158","0.0027","0.0030","0.0004","0.0003","0.0082","0.1017","0.0203","0.4669","0.0130","0.0188","0.0004","0.0107","0.0224","0.3856","0.4375","0.3176","0.1438","0.6910","0.0902","0.0000","0.0477","0.0018","0.1452","0.0640","0.71900","0.07100","0.2084","0.5579","0.0523","0.0056","0.0625","0.0760","0.1247","0.1074","0.0182","0.0271","0.0585","0.0625","0.1136","0.0979","0.2089","0.8007"
"506061143","286.746","0.4880","0.2100","0.0556","0.3163","0.2022","0.1523","0.0905","0.1312","0.3132","0.1124","0.3163","39","2170","717","350","2057","0.8","1.9970","3.1","0.2717","0.5455","0.1219","0.3337","0.4188","0.0008","0.0058","0.0046","0.0537","0.4590","0.0074","0.0061","0.0332","0.0044","0.0014","0.0047","0.0836","0.0409","0.0006","0.0005","0.0005","0.0013","0.0074","0.0148","0.0061","0.0009","0.0846","0.0017","0.0076","0.0046","0.0019","0.0000","0.0022","0.0061","0.0567","0.0120","0.5248","0.0035","0.0016","0.0005","0.0083","0.0047","0.3718","0.3701","0.2938","0.3071","0.5558","0.0287","0.0015","0.0640","0.0020","0.1146","0.0880","0.67700","0.06800","0.1213","0.3068","0.0512","0.0454","0.0500","0.0776","0.1492","0.0863","0.0191","0.0347","0.0601","0.0688","0.0801","0.1241","0.2126","0.7688"
"506061144","588.619","0.4556","0.2253","0.0335","0.2826","0.1769","0.1021","0.1014","0.1399","0.3252","0.1556","0.2826","43","2167","675","277","1809","0.8","1.6160","2.7","0.3352","0.5612","0.1217","0.3178","0.3705","0.0000","0.0027","0.0036","0.0326","0.4255","0.0045","0.0020","0.0313","0.0032","0.0009","0.0016","0.0774","0.0281","0.0000","0.0000","0.0000","0.0032","0.0050","0.0093","0.0023","0.0007","0.0919","0.0007","0.0029","0.0027","0.0027","0.0000","0.0007","0.0075","0.0433","0.0090","0.4828","0.0000","0.0018","0.0009","0.0113","0.0014","0.3227","0.3158","0.3423","0.3617","0.4784","0.0389","0.0022","0.0580","0.0022","0.1306","0.1159","0.54500","0.07800","0.0790","0.2912","0.0324","0.0873","0.0644","0.0671","0.1271","0.0726","0.0147","0.0202","0.0676","0.0758","0.0780","0.1125","0.1766","0.7196"
"506071145","6.3895","0.5330","0.3561","0.2155","0.5953","0.1256","0.1461","0.2064","0.1363","0.2296","0.1561","0.5953","36","2167","877","370","2230","0.8","1.6170","2.1","0.3350","0.3920","0.1268","0.4806","0.2684","0.0013","0.0765","0.0073","0.0177","0.3593","0.0094","0.0075","0.0316","0.0101","0.0024","0.0317","0.1063","0.0480","0.0086","0.0014","0.0020","0.0012","0.0029","0.0099","0.0134","0.0040","0.0910","0.0008","0.0125","0.0061","0.0058","0.0029","0.0044","0.0083","0.1334","0.0461","0.4678","0.0251","0.0165","0.0014","0.0305","0.0078","0.3408","0.2560","0.5713","0.2708","0.2785","0.2384","0.0373","0.1164","0.0044","0.4123","0.1023","0.64700","0.06800","0.2082","0.4908","0.1690","0.0079","0.0552","0.0395","0.0716","0.0742","0.0244","0.0298","0.0647","0.1022","0.1361","0.2557","0.0986","0.7140"
"506071146","6.161","0.4995","0.3795","0.2739","0.5535","0.1616","0.1882","0.1258","0.1079","0.2421","0.1738","0.5535","37","2400","601","350","2264","0.8","1.7540","2.7","0.3421","0.4894","0.0657","0.4441","0.2682","0.0039","0.1510","0.0090","0.0171","0.2974","0.0066","0.0058","0.0257","0.0049","0.0019","0.0298","0.0926","0.0500","0.0093","0.0024","0.0020","0.0017","0.0023","0.0087","0.0109","0.0017","0.0753","0.0016","0.0064","0.0036","0.0045","0.0024","0.0069","0.0079","0.1502","0.0741","0.5208","0.0426","0.0158","0.0010","0.0421","0.0090","0.2840","0.3216","0.4780","0.3726","0.3167","0.0949","0.0833","0.0690","0.0062","0.2661","0.0957","0.56400","0.09100","0.1681","0.4231","0.1770","0.0057","0.0423","0.0364","0.0659","0.0905","0.0232","0.0311","0.0590","0.1202","0.1214","0.2034","0.0827","0.7379"
"506071147","7.7565","0.4988","0.3500","0.1876","0.5835","0.1511","0.1298","0.1684","0.1366","0.2670","0.1473","0.5835","38","2300","973","390","2647","0.8","1.9520","2.3","0.2946","0.4678","0.1115","0.4205","0.2714","0.0015","0.0681","0.0100","0.0163","0.3646","0.0056","0.0087","0.0319","0.0099","0.0022","0.0312","0.1070","0.0487","0.0054","0.0014","0.0028","0.0021","0.0039","0.0124","0.0092","0.0045","0.0962","0.0028","0.0097","0.0051","0.0044","0.0018","0.0083","0.0089","0.1242","0.0488","0.4693","0.0192","0.0177","0.0032","0.0229","0.0078","0.3473","0.3071","0.3442","0.3031","0.2710","0.2504","0.0244","0.1035","0.0038","0.3932","0.0799","0.64300","0.06400","0.1849","0.4522","0.1870","0.0064","0.0583","0.0335","0.0648","0.0724","0.0280","0.0299","0.0580","0.1141","0.1298","0.2747","0.0803","0.7076"
"507011148","29.7061","0.5063","0.3483","0.2061","0.4436","0.2642","0.1286","0.1573","0.1894","0.2004","0.0606","0.4436","32","2167","874","430","2289","0.8","2.2120","3.1","0.2449","0.5749","0.1026","0.3230","0.3164","0.0011","0.0841","0.0093","0.0193","0.3601","0.0135","0.0048","0.0247","0.0037","0.0014","0.0451","0.0796","0.0548","0.0074","0.0021","0.0010","0.0021","0.0099","0.0145","0.0091","0.0024","0.0856","0.0034","0.0192","0.0048","0.0056","0.0009","0.0039","0.0080","0.1121","0.0552","0.4933","0.0126","0.0247","0.0007","0.0216","0.0091","0.3727","0.5004","0.2398","0.1720","0.6007","0.1450","0.0056","0.0526","0.0013","0.2075","0.0461","0.74800","0.06400","0.1662","0.4066","0.1101","0.0071","0.0488","0.0667","0.1061","0.0980","0.0156","0.0292","0.0641","0.0894","0.1295","0.1793","0.1515","0.7339"
"507011150","6.5456","0.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.5000","0.0000","0.0000","0.0000","48","0","1125","0","0","0","0.0000","0","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.6667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","","","","","","","","","","0.66700","0.00000","0.0000","0.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"507011151","4.1706","","","","","","","","","","","","0","0","0","0","0","0","0.0000","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000","0.00000","","","","","","","","","","","","","","","",""
"507011152","10.4233","0.5087","0.3011","0.1934","0.3987","0.1793","0.1275","0.1162","0.1358","0.2882","0.1535","0.3987","41","2200","741","420","2187","0.7","1.9030","2.8","0.2890","0.5518","0.0890","0.3591","0.2730","0.0019","0.0148","0.0691","0.0149","0.3376","0.0198","0.0041","0.0254","0.0040","0.0022","0.0103","0.0865","0.1721","0.0016","0.0014","0.0035","0.0043","0.0060","0.0091","0.0103","0.0031","0.0826","0.0100","0.0094","0.0060","0.0009","0.0000","0.0024","0.0092","0.1112","0.0583","0.6653","0.0046","0.0022","0.0005","0.0080","0.0048","0.2422","0.3368","0.3657","0.4025","0.4199","0.0833","0.0052","0.0456","0.0000","0.1501","0.1262","0.66300","0.06200","0.1251","0.3712","0.0634","0.0132","0.0366","0.0871","0.1206","0.0987","0.0225","0.0304","0.0598","0.0889","0.1110","0.1516","0.1685","0.7877"
"507011153","4.5202","0.5137","0.2966","0.1626","0.4225","0.1734","0.1203","0.1506","0.1468","0.2541","0.1544","0.4225","38","1822","662","323","1716","0.7","1.3690","2.4","0.3327","0.4067","0.1287","0.4651","0.3128","0.0032","0.0381","0.0169","0.0209","0.3687","0.0160","0.0103","0.0336","0.0026","0.0022","0.0123","0.0981","0.0706","0.0048","0.0000","0.0034","0.0025","0.0072","0.0115","0.0088","0.0049","0.0871","0.0054","0.0097","0.0081","0.0014","0.0018","0.0020","0.0101","0.1293","0.0501","0.4830","0.0156","0.0056","0.0016","0.0171","0.0053","0.3704","0.3043","0.6623","0.2654","0.3933","0.1172","0.0785","0.0807","0.0171","0.3072","0.1577","0.62500","0.09600","0.1460","0.3533","0.0969","0.0066","0.0329","0.0679","0.1024","0.0966","0.0142","0.0334","0.0650","0.1079","0.1379","0.1459","0.1608","0.7500"
"507011154","6.6153","0.5098","0.3499","0.2333","0.4081","0.1561","0.1032","0.1593","0.1458","0.2483","0.1869","0.4081","40","1860","608","320","1520","0.8","1.1660","2.3","0.3988","0.3692","0.1340","0.4964","0.2641","0.0036","0.0144","0.0276","0.0174","0.3191","0.0260","0.0095","0.0365","0.0048","0.0026","0.0119","0.0955","0.1216","0.0017","0.0013","0.0009","0.0019","0.0100","0.0122","0.0052","0.0019","0.0871","0.0089","0.0088","0.0069","0.0018","0.0008","0.0029","0.0095","0.1334","0.0839","0.4683","0.0117","0.0075","0.0013","0.0194","0.0079","0.3592","0.2685","0.8923","0.2911","0.3187","0.1465","0.0856","0.1037","0.0087","0.3581","0.2089","0.57300","0.09700","0.1538","0.3782","0.0934","0.0044","0.0307","0.0732","0.1008","0.0928","0.0137","0.0318","0.0635","0.1041","0.1469","0.1382","0.1528","0.7458"
"507011155","8.7396","0.5714","0.2143","0.0000","0.3571","0.0000","0.0000","0.0000","0.0000","0.5000","0.5714","0.3571","61","0","449","0","0","1","0.6490","1","0.0000","0.5000","0.0000","0.8333","0.0000","0.0000","0.0000","0.0000","0.0000","0.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2143","0.0000","0.0000","0.0000","0.2143","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2857","0.0000","0.0000","0.0000","0.0000","0.0000","0.2143","","","0.6667","0.0000","0.0000","0.0000","0.0000","0.0000","0.6667","0.5000","0.53800","0.00000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2143","0.7143"
"507011158","2.7739","0.5193","0.3262","0.1315","0.5121","0.1474","0.1043","0.1591","0.1461","0.3325","0.1080","0.5121","41","2860","1166","500","3089","0.9","2.4850","2.5","0.2877","0.5934","0.1099","0.2973","0.2475","0.0013","0.0285","0.0276","0.0176","0.3526","0.0071","0.0109","0.0369","0.0029","0.0021","0.0159","0.1026","0.1173","0.0013","0.0038","0.0013","0.0046","0.0050","0.0096","0.0126","0.0059","0.1047","0.0046","0.0184","0.0067","0.0017","0.0013","0.0017","0.0088","0.0825","0.0154","0.5385","0.0046","0.0038","0.0000","0.0071","0.0013","0.3166","0.2743","0.2424","0.2541","0.4803","0.2042","0.0000","0.0348","0.0000","0.2494","0.0441","0.69000","0.05200","0.2449","0.7343","0.1194","0.0023","0.0705","0.0555","0.1110","0.0810","0.0195","0.0330","0.0743","0.0825","0.1200","0.2680","0.1059","0.7494"
"507011159","8.896","0.4993","0.3431","0.2013","0.4464","0.1635","0.1444","0.1711","0.1342","0.2624","0.1247","0.4464","36","1759","725","380","1824","0.8","1.5240","2.5","0.2885","0.4370","0.1240","0.4392","0.2994","0.0037","0.0745","0.0092","0.0196","0.3735","0.0233","0.0077","0.0280","0.0031","0.0025","0.0279","0.0848","0.0494","0.0055","0.0023","0.0000","0.0023","0.0126","0.0112","0.0078","0.0024","0.0871","0.0071","0.0100","0.0072","0.0030","0.0013","0.0050","0.0087","0.1236","0.0597","0.5008","0.0135","0.0120","0.0004","0.0189","0.0090","0.3578","0.2929","0.6292","0.2734","0.4393","0.1430","0.0372","0.0674","0.0016","0.2575","0.1259","0.66600","0.08700","0.1392","0.3577","0.0910","0.0055","0.0358","0.0702","0.0990","0.1031","0.0134","0.0334","0.0557","0.0897","0.1360","0.1477","0.1834","0.7698"
"507011160","6.5192","0.5158","0.3598","0.2790","0.3642","0.1559","0.1108","0.1432","0.1385","0.2454","0.2057","0.3642","41","1955","623","350","1600","0.8","1.3220","2.4","0.3697","0.4736","0.1016","0.4255","0.2499","0.0013","0.0129","0.0717","0.0124","0.2805","0.0533","0.0084","0.0216","0.0049","0.0010","0.0096","0.0730","0.1456","0.0009","0.0010","0.0014","0.0033","0.0102","0.0101","0.0066","0.0016","0.0709","0.0156","0.0048","0.0075","0.0008","0.0009","0.0031","0.0065","0.1329","0.1075","0.6055","0.0067","0.0065","0.0005","0.0117","0.0066","0.2564","0.2727","0.6739","0.3666","0.3028","0.1565","0.0267","0.0874","0.0034","0.2932","0.1912","0.57600","0.07900","0.1779","0.3633","0.0604","0.0077","0.0292","0.0995","0.1163","0.1161","0.0135","0.0378","0.0526","0.0825","0.1102","0.1028","0.1822","0.7923"
"507011161","8.8607","0.5077","0.4010","0.2686","0.4662","0.2481","0.1189","0.2119","0.1869","0.1784","0.0560","0.4662","31","2167","910","420","2200","0.8","2.0580","2.9","0.2632","0.5418","0.1210","0.3371","0.2585","0.0015","0.0966","0.0134","0.0151","0.3192","0.0268","0.0046","0.0246","0.0044","0.0008","0.0575","0.0736","0.0572","0.0076","0.0019","0.0012","0.0029","0.0147","0.0157","0.0072","0.0035","0.0807","0.0062","0.0254","0.0090","0.0054","0.0008","0.0035","0.0076","0.1398","0.0728","0.4899","0.0157","0.0315","0.0002","0.0258","0.0103","0.3373","0.4610","0.2839","0.1281","0.5768","0.1898","0.0086","0.0525","0.0016","0.2619","0.0633","0.73800","0.07100","0.1840","0.4619","0.1075","0.0068","0.0553","0.0734","0.1039","0.0952","0.0121","0.0312","0.0592","0.0753","0.1261","0.1687","0.1640","0.7346"
"507011163","6.0198","0.5015","0.2849","0.1841","0.3819","0.2051","0.1354","0.1587","0.1539","0.2614","0.0861","0.3819","35","1950","738","350","1974","0.8","1.7400","2.7","0.2802","0.4813","0.1288","0.3897","0.3165","0.0020","0.0193","0.0345","0.0193","0.3541","0.0294","0.0051","0.0291","0.0023","0.0039","0.0118","0.0832","0.0943","0.0040","0.0007","0.0015","0.0017","0.0096","0.0131","0.0095","0.0037","0.0769","0.0104","0.0116","0.0075","0.0012","0.0008","0.0017","0.0078","0.1336","0.0587","0.5585","0.0051","0.0056","0.0004","0.0135","0.0072","0.3161","0.3700","0.4677","0.2279","0.5473","0.0876","0.0520","0.0551","0.0012","0.2060","0.1204","0.68500","0.08300","0.0998","0.3293","0.0656","0.0046","0.0338","0.0874","0.1193","0.1032","0.0139","0.0303","0.0550","0.0823","0.1172","0.1237","0.2016","0.7807"
"507011259","28.7159","0.5041","0.3181","0.2016","0.4093","0.2269","0.1231","0.1716","0.1703","0.2335","0.0760","0.4093","33","2167","838","400","2154","0.8","1.9930","2.9","0.2718","0.5166","0.1264","0.3567","0.3115","0.0029","0.0281","0.0362","0.0193","0.3405","0.0344","0.0060","0.0215","0.0035","0.0022","0.0216","0.0775","0.0976","0.0033","0.0012","0.0018","0.0017","0.0112","0.0143","0.0096","0.0027","0.0751","0.0130","0.0174","0.0112","0.0011","0.0006","0.0011","0.0068","0.1265","0.0497","0.5797","0.0075","0.0095","0.0004","0.0113","0.0069","0.3023","0.4014","0.3737","0.1962","0.5580","0.1244","0.0364","0.0534","0.0000","0.2260","0.0953","0.72100","0.07200","0.1710","0.4347","0.0778","0.0159","0.0511","0.0694","0.1041","0.0983","0.0138","0.0307","0.0612","0.0849","0.1220","0.1546","0.1756","0.7582"
"507011260","15.7037","0.4763","0.3810","0.1716","0.4890","0.1539","0.1816","0.1022","0.1018","0.3124","0.1489","0.4890","41","2167","718","450","2274","0.7","2.1580","2.9","0.2510","0.5883","0.0764","0.3353","0.2723","0.0012","0.1018","0.0162","0.0193","0.3806","0.0042","0.0035","0.0228","0.0039","0.0000","0.0239","0.1022","0.0536","0.0039","0.0039","0.0000","0.0039","0.0039","0.0108","0.0127","0.0000","0.1037","0.0012","0.0285","0.0012","0.0046","0.0000","0.0054","0.0077","0.1053","0.0617","0.5758","0.0123","0.0062","0.0012","0.0297","0.0166","0.2885","0.2923","0.3763","0.4056","0.4455","0.0763","0.0036","0.0400","0.0000","0.1320","0.0424","0.63300","0.06100","0.1012","0.3293","0.1013","0.0038","0.0534","0.0473","0.1007","0.1068","0.0206","0.0221","0.0519","0.1037","0.1205","0.1894","0.1169","0.7582"
"507021164","3.1384","0.5198","0.2355","0.0819","0.5518","0.1826","0.1147","0.0972","0.1314","0.3118","0.1632","0.5518","43","2500","938","400","2780","0.8","2.0510","2.5","0.3047","0.5033","0.1135","0.3830","0.3347","0.0005","0.0100","0.0167","0.0167","0.4197","0.0019","0.0103","0.0324","0.0064","0.0033","0.0099","0.1457","0.0892","0.0018","0.0015","0.0009","0.0020","0.0034","0.0129","0.0077","0.0024","0.1201","0.0011","0.0062","0.0046","0.0026","0.0007","0.0028","0.0144","0.0712","0.0190","0.4908","0.0018","0.0031","0.0016","0.0108","0.0072","0.3871","0.3560","0.3644","0.3846","0.3702","0.1305","0.0203","0.0586","0.0011","0.2223","0.0907","0.65500","0.05600","0.1467","0.3757","0.1749","0.0067","0.0470","0.0366","0.0782","0.0745","0.0255","0.0220","0.0599","0.1363","0.1484","0.2720","0.0812","0.7392"
"507021165","29.2192","0.5141","0.2987","0.1301","0.5354","0.1256","0.0968","0.1747","0.1423","0.2828","0.1777","0.5354","42","2167","869","365","2370","0.8","1.6790","2.1","0.3227","0.3750","0.1678","0.4563","0.2620","0.0017","0.0149","0.0130","0.0199","0.4021","0.0064","0.0143","0.0370","0.0071","0.0024","0.0106","0.1364","0.0769","0.0011","0.0011","0.0018","0.0016","0.0037","0.0115","0.0092","0.0025","0.1123","0.0017","0.0067","0.0063","0.0018","0.0007","0.0013","0.0129","0.0900","0.0602","0.3752","0.0042","0.0043","0.0030","0.0166","0.0044","0.4444","0.2544","0.6118","0.2865","0.2990","0.1778","0.0913","0.0933","0.0040","0.3830","0.1303","0.60200","0.07100","0.1746","0.4357","0.1774","0.0043","0.0433","0.0426","0.0649","0.0724","0.0204","0.0258","0.0630","0.1269","0.1478","0.2597","0.0902","0.6864"
"507021166","7.3037","0.5183","0.3004","0.1637","0.4823","0.1582","0.1035","0.1443","0.1364","0.2769","0.1810","0.4823","41","2100","708","340","1975","0.8","1.4950","2.4","0.3512","0.4064","0.1403","0.4531","0.2901","0.0033","0.0152","0.0237","0.0184","0.3872","0.0062","0.0131","0.0379","0.0065","0.0031","0.0070","0.1285","0.1076","0.0024","0.0009","0.0013","0.0020","0.0045","0.0113","0.0105","0.0025","0.1042","0.0037","0.0058","0.0068","0.0010","0.0013","0.0018","0.0113","0.1096","0.0648","0.4379","0.0063","0.0038","0.0024","0.0150","0.0063","0.4187","0.2889","0.6529","0.3362","0.3310","0.0955","0.0793","0.0846","0.0075","0.2857","0.1488","0.60800","0.07600","0.1448","0.3681","0.1480","0.0102","0.0386","0.0528","0.0820","0.0862","0.0131","0.0265","0.0695","0.1338","0.1336","0.2103","0.1170","0.7112"
"507021167","1.6691","0.0000","0.5333","0.0000","0.2000","0.0000","0.0000","0.2000","0.2000","0.7333","0.0000","0.2000","51","0","524","312","0","1","1.1990","0","0.0000","1.3333","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.6000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2667","0.0000","0.0000","0.0000","0.0000","0.0000","0.2000","","","0.0000","0.0000","0.4286","0.0000","0.0000","0.0000","1.0000","0.4286","0.20000","0.00000","0.2000","0.4000","0.0000","0.0000","0.0000","1.6667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2667","1.0000"
"507031169","12.4479","0.5000","0.4234","0.2956","0.4328","0.2651","0.1294","0.2348","0.1761","0.1559","0.0386","0.4328","30","2015","834","370","1915","0.8","1.8250","3","0.2760","0.5163","0.1388","0.3450","0.2656","0.0021","0.0434","0.0063","0.0168","0.3248","0.0803","0.0049","0.0218","0.0019","0.0004","0.0736","0.0644","0.0302","0.0056","0.0006","0.0012","0.0012","0.0322","0.0186","0.0061","0.0025","0.0685","0.0053","0.0152","0.0123","0.0050","0.0009","0.0017","0.0067","0.1625","0.0450","0.4716","0.0198","0.0467","0.0002","0.0152","0.0320","0.3312","0.4704","0.3207","0.0846","0.6468","0.1706","0.0210","0.0454","0.0020","0.2489","0.0684","0.74000","0.09600","0.2345","0.5699","0.0983","0.0075","0.0445","0.0730","0.0946","0.0998","0.0148","0.0339","0.0743","0.0660","0.1271","0.1245","0.1867","0.6839"
"507031170","15.1365","0.5044","0.2965","0.1169","0.2881","0.2165","0.1328","0.1437","0.1332","0.2246","0.1488","0.2881","35","1501","514","300","1296","0.8","1.0810","2.5","0.3471","0.3769","0.1308","0.4935","0.3532","0.0051","0.0063","0.0029","0.0162","0.4262","0.0322","0.0037","0.0344","0.0025","0.0012","0.0129","0.0712","0.0317","0.0034","0.0007","0.0004","0.0009","0.0359","0.0183","0.0061","0.0026","0.0884","0.0033","0.0097","0.0073","0.0013","0.0000","0.0031","0.0095","0.0978","0.0273","0.4635","0.0090","0.0052","0.0005","0.0104","0.0097","0.3763","0.3111","0.8638","0.2021","0.4445","0.1390","0.0630","0.0886","0.0058","0.3112","0.2003","0.54000","0.14300","0.1516","0.3567","0.0395","0.0079","0.0342","0.0856","0.1111","0.1284","0.0119","0.0493","0.0633","0.0608","0.1262","0.0633","0.1698","0.7433"
"507031172","24.7949","0.5484","0.1452","0.1290","0.2903","0.0484","0.1129","0.0484","0.0484","0.4032","0.2419","0.2903","48","1700","587","250","1875","0.6","1.9370","2.1","0.2194","0.4906","0.0566","0.4906","0.4677","0.0000","0.0000","0.0484","0.0000","0.3710","0.0000","0.0000","0.0806","0.0000","0.0000","0.0000","0.0806","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0645","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0645","0.0000","0.5806","0.0000","0.0000","0.0000","0.0000","0.0000","0.3387","0.1765","1.0000","0.3750","0.5000","0.0000","0.0000","0.1875","0.0000","0.1875","0.0000","0.53200","0.00000","0.0968","0.2903","0.0000","0.0000","0.0000","0.0909","0.1818","0.0909","0.0000","0.0000","0.0000","0.0909","0.0000","0.0968","0.2903","0.5455"
"507031173","16.7145","0.4800","0.3200","0.1600","0.2800","0.0000","0.1200","0.1600","0.1200","0.4800","0.1200","0.2800","49","0","675","350","1524","0","1.1250","2","0.0000","0.4375","0.1875","0.5625","0.4000","0.0000","0.0000","0.0000","0.0000","0.4400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1600","0.0000","0.0000","0.0000","0.0000","0.0000","0.4800","0.0000","","0.0000","0.0000","1.2500","0.0000","0.0000","0.0000","1.2500","0.0000","0.68000","0.00000","0.1600","0.1600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2308","0.1600","0.2400","0.6154"
"507031174","7.8295","0.4993","0.2975","0.1315","0.2814","0.2034","0.1265","0.1479","0.1382","0.2477","0.1363","0.2814","36","1500","538","290","1330","0.8","1.1470","2.5","0.3269","0.4020","0.1404","0.4584","0.3286","0.0055","0.0135","0.0060","0.0132","0.4096","0.0373","0.0055","0.0329","0.0026","0.0005","0.0171","0.0816","0.0304","0.0024","0.0003","0.0012","0.0027","0.0296","0.0138","0.0068","0.0032","0.0819","0.0052","0.0051","0.0059","0.0032","0.0006","0.0041","0.0096","0.0911","0.0414","0.4701","0.0096","0.0081","0.0006","0.0130","0.0078","0.3616","0.3013","0.8308","0.2095","0.4577","0.1349","0.0572","0.0899","0.0097","0.3014","0.1650","0.55900","0.12800","0.1300","0.3393","0.0374","0.0110","0.0378","0.0942","0.1048","0.1198","0.0103","0.0442","0.0623","0.0594","0.1062","0.0589","0.1890","0.7479"
